 ;STP 25000TL-30 754 / Leistung / Mittelwerte  [kW]0
00:15;"0,000"
00:30;"0,000"
00:45;"0,000"
01:00;"0,000"
01:15;"0,000"
01:30;"0,000"
01:45;"0,000"
02:00;"0,000"
02:15;"0,000"
02:30;"0,000"
02:45;"0,000"
03:00;"0,000"
03:15;"0,000"
03:30;"0,000"
03:45;"0,000"
04:00;"0,000"
04:15;"0,000"
04:30;"0,000"
04:45;"0,000"
05:00;"0,000"
05:15;"0,000"
05:30;"0,000"
05:45;"0,000"
06:00;"0,000"
06:15;"0,251"
06:30;"0,704"
06:45;"0,413"
07:00;"0,164"
07:15;"0,184"
07:30;"0,368"
07:45;"0,464"
08:00;"1,011"
08:15;"1,264"
08:30;"1,320"
08:45;"1,516"
09:00;"1,815"
09:15;"2,180"
09:30;"2,104"
09:45;"3,314"
10:00;"4,120"
10:15;"3,932"
10:30;"5,457"
10:45;"6,880"
11:00;"6,189"
11:15;"8,708"
11:30;"11,142"
11:45;"9,451"
12:00;"10,754"
12:15;"10,326"
12:30;"8,170"
12:45;"7,861"
13:00;"7,059"
13:15;"4,714"
13:30;"4,832"
13:45;"5,391"
14:00;"4,196"
14:15;"2,632"
14:30;"2,432"
14:45;"2,323"
15:00;"4,611"
15:15;"4,344"
15:30;"3,417"
15:45;"2,617"
16:00;"2,037"
16:15;"2,506"
16:30;"3,033"
16:45;"1,921"
17:00;"1,708"
17:15;"1,069"
17:30;"1,036"
17:45;"0,748"
18:00;"0,481"
18:15;"0,663"
18:30;"0,840"
18:45;"0,372"
19:00;"0,292"
19:15;"0,132"
19:30;"0,040"
19:45;"0,032"
20:00;"0,012"
20:15;"0,024"
20:30;"0,004"
20:45;"0,000"
21:00;"0,000"
21:15;"0,000"
21:30;"0,000"
21:45;"0,000"
22:00;"0,000"
22:15;"0,000"
22:30;"0,000"
22:45;"0,000"
23:00;"0,000"
23:15;"0,000"
23:30;"0,000"
23:45;"0,000"
00:00;"0,000"
